fund_name,scheme_name,category,rating,aum,expense_ratio,inception_date,Benchmark Index,nav,high_52_week,low_52_week,return_1_month,Return (%)3 mo,Return (%)6 mo,return_1_year,Return (%)2 yrs,return_3_year,return_5_year,Return (%)10 yrs,Turnover Ratio (%),number_of_stocks,average_market_cap,large_cap,mid_cap,small_cap,Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,standard_deviation,classification,category_average_return,category_average_return_3years,exit_load_remarks
SBI Mutual Fund,SBI Magnum Midcap Fund-Reg(G),EQ-MID,4.0,8195.4,1.87,29-Mar-05,Nifty Free Float Midcap 150 - TRI,148.97,155.89,123.26,-2.81,8.66,6,4.95,41.18,29.62,13.8,19.65,13,63.0,25362.0,11.54,59.16,25.23,Automobile and Ancillaries,-,-,-,8.97,0.25,0.38,0.79,18.18,Equity : Mid Cap,0.53,23.53,1% on or before 1Y Nil after 1Y
SBI Mutual Fund,SBI PSU Fund-Reg(G),EQ-THEM,1.0,434.7,2.54,7-Jul-10,S&P BSE PSU - TRI,14.67,14.99,11.78,-0.18,15.85,3.55,4.93,35.68,12.54,2.96,5.62,43,22.0,69223.0,63.02,17.05,18.18,Financials,-,-,-,11.47,0.31,0.48,0.87,21.5,Equity : Thematic,7.27,15.07,0.50% on or before 30D Nil after 30D
Sundaram Mutual Fund,Sundaram Aggressive Hybrid Fund(G),HY-EQ,4.0,3055.2,2.02,14-Jan-00,CRISIL Hybrid 35+65 - Aggressive Index,113.47,116.24,100.5,-0.53,6.99,3.65,-3.32,20.42,14.83,9.08,13.35,72,57.0,186933.0,61.44,11.13,4.06,Financials,1.67,1.34,6.44,-4.28,-0.36,-0.56,0.88,13.16,Hybrid : Equity Oriented,1.35,8.53,Nil upto 25% of units within 1Y 1% in excess of limit within 1Y Nil after 1Y
Sundaram Mutual Fund,Sundaram Balanced Advantage Fund(G),HY-DYN,1.0,1569.3,2.06,16-Dec-10,NIFTY 50 Hybrid Composite Debt 50:50 Index,26.1,26.75,23.53,-0.84,6.13,4.08,2.06,9.63,8.3,6.03,9.04,323,65.0,185661.0,58.31,12.48,3.27,Financials,0.79,0.64,6.63,0.18,-0.02,-0.03,0.62,9.06,Hybrid : Dynamic Asset Allocation,1.18,10.47,Nil upto 25% of units and 1% for remaining units on or before 1Y Nil after 1Y
Sundaram Mutual Fund,Sundaram Consumption Fund(G),EQ-CONS,2.0,1244.4,2.24,12-May-06,Nifty India Consumption - TRI,63.75,65.69,51.19,-0.28,9.17,11.3,4.7,25.38,15.3,8.78,14.74,54,39.0,116796.0,71.84,11.09,10.42,FMCG,-,-,-,8.52,0.21,0.33,0.85,17.89,Equity : Thematic - Consumption,7.84,17.57,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Diversified Equity(G),EQ-ELSS,2.0,1756.4,2.13,2-May-05,NIFTY 500 - TRI,153.31,158.46,129.85,-1.12,8.95,4.91,-0.78,26.53,15.2,8.57,12.81,32,51.0,153044.0,68.0,26.36,5.44,Financials,-,-,-,4.36,-0.05,-0.08,0.94,17.93,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Sundaram Mutual Fund,Sundaram Equity Savings Fund(G),HY-EQ,3.0,395.6,2.36,23-May-02,NIFTY 50 Equity Savings Index,51.94,52.14,47.93,0.32,4.25,2.89,1.95,15.55,12.49,8.84,8.16,433,57.0,130078.0,50.12,14.43,6.01,Financials,0.67,0.63,6.41,-0.3,-0.07,-0.12,0.5,7.72,Hybrid : Equity Oriented,1.35,8.53,NIL
Sundaram Mutual Fund,Sundaram Fin Serv Opp Fund(G),EQ-FIN,4.0,583.3,2.57,10-Jun-08,Nifty Financial Services - TRI,62.82,64.72,51.24,-0.99,12.62,7.9,-0.52,26.14,12.53,10.57,12.54,61,25.0,214764.0,76.68,5.78,10.62,Financials,-,-,-,5.07,-0.04,-0.06,1.05,20.82,Equity : Sectoral - Financial Services,-1.79,11.01,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Focused Fund(G),EQ-FLEX,4.0,736.4,2.49,11-Nov-05,NIFTY 500 - TRI,108.42,115.92,92.23,-1.95,8.5,0.33,-6.35,25.2,18.35,12.7,14,43,29.0,73438.0,58.68,18.71,8.29,Financials,-,-,-,-2.14,-0.4,-0.61,0.98,18.94,Equity : Flexi Cap,-2.7,16.46,0.25% before 7D Nil after 7D
Sundaram Mutual Fund,Sundaram Infra Advantage Fund(G),EQ-INFRA,3.0,618.9,2.56,29-Sep-05,S&P BSE 100 - TRI,52.46,55.11,43.92,-2.73,10.12,1.93,-1.36,35.53,19.26,8.81,10.96,45,49.0,78372.0,56.2,20.12,19.68,Capital Goods,-,-,-,3.7,-0.06,-0.1,0.88,18.52,Equity : Sectoral - Infrastructure,5.4,20.87,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Large and Mid Cap Fund(G),EQ-L&M,2.0,5089.8,1.89,27-Feb-07,NIFTY LargeMidcap 250 - TRI,54.98,58.76,46.61,-2.06,8.33,1.59,-4.93,26.75,14.99,12.05,14.38,27,68.0,108940.0,56.11,33.55,4.31,Financials,-,-,-,-0.13,-0.29,-0.45,0.94,18.3,Equity : Large & Mid Cap,-1.58,18.24,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Mid Cap Fund-Reg(G),EQ-MID,1.0,7413.0,1.84,19-Jul-02,Nifty Midcap 100 - TRI,751.04,781.12,607.46,-1.64,11.04,6.46,0.1,32.07,18.97,8.47,16.31,41,64.0,40197.0,24.72,64.79,6.78,Financials,-,-,-,5.17,0.01,0.01,0.91,19.26,Equity : Mid Cap,0.53,23.53,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Multi Cap Fund(G),EQ-MLC,4.0,1859.8,2.14,25-Oct-00,Nifty500 Multicap 50:25:25 - TRI,240.45,254.22,203.72,-1.81,8.88,1.71,-2.53,30.34,20.42,11.38,16.23,74,68.0,72857.0,43.9,29.47,22.27,Financials,-,-,-,2.07,-0.16,-0.25,0.92,18.53,Equity : Multi Cap,0.07,20.3,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Small Cap Fund(G),EQ-SML,3.0,2039.9,2.09,15-Feb-05,Nifty Smallcap 100 - TRI,149.88,159.27,123.19,-0.9,10.98,2.55,-3.46,38.38,27.15,8.68,16.48,48,77.0,13724.0,8.66,17.36,67.82,Financials,-,-,-,0.43,-0.22,-0.32,0.82,18.68,Equity : Small Cap,2.94,30.51,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Mutual Fund,Sundaram Tax Savings Fund-Reg(G),EQ-ELSS,4.0,945.1,2.35,31-Mar-96,NIFTY 500 - TRI,338.6,349.08,287.4,-0.75,8.58,4.04,-1.29,28.13,19.24,10.4,15.7,38,59.0,96008.0,60.35,24.51,8.75,Financials,-,-,-,3.23,-0.11,-0.17,0.94,18.14,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Tata Mutual Fund,Tata Banking & Financial Services Fund-Reg(G),EQ-FIN,2.0,1105.5,2.32,28-Dec-15,Nifty Financial Services - TRI,26.72,28.35,21.56,-1.38,13.29,8.42,-2.91,21.79,10.31,8.52,-,10.2,27.0,127661.0,71.52,9.47,16.76,Financials,-,-,-,2.6,-0.15,-0.24,1.02,20.34,Equity : Sectoral - Financial Services,-1.79,11.01,0.25% on or before 30D
Tata Mutual Fund,Tata Equity P/E Fund(G),EQ-VAL,1.0,5114.7,1.95,29-Jun-04,NIFTY 500 - TRI,204.32,212.08,176.4,-2.13,8.54,3.54,-3.12,21.74,15.02,8.3,15.41,45.39,34.0,125350.0,67.28,15.17,13.58,Financials,-,-,-,1.21,-0.22,-0.34,0.88,16.85,Equity : Value / Contra,3.04,21.88,Nil upto 12% on investment and 1% for rest investment on or before 12M Nil after 12M
Tata Mutual Fund,Tata Ethical Fund-Reg(G),EQ-THEM,4.0,1423.2,2.23,24-May-96,Nifty500 Shariah - TRI,276.12,301.61,243.82,0.04,5.2,-0.43,-3.76,24.94,19.5,12.69,14.4,24.49,55.0,88267.0,56.68,30.72,9.41,Technology,-,-,-,-0.15,-0.27,-0.41,0.79,16.82,Equity : Thematic,7.27,15.07,0.50% on or before 90D Nil after 90D
Tata Mutual Fund,Tata Hybrid Equity Fund-Reg(G),HY-EQ,3.0,3221.5,1.99,8-Oct-95,CRISIL Hybrid 35+65 - Aggressive Index,313.54,321.43,276.1,-0.44,6.87,5.63,-0.1,21.03,13.73,9.02,12.63,3.97,37.0,228252.0,56.69,7.42,10.53,Financials,2.6,2.08,7.45,-0.78,-0.09,-0.14,0.79,13.48,Hybrid : Equity Oriented,1.35,8.53,Nil upto 12% of investments and 1% for remaining investments on or before 365D Nil after 365D
Tata Mutual Fund,Tata India Consumer Fund-Reg(G),EQ-CONS,2.0,1467.7,2.21,28-Dec-15,Nifty India Consumption - TRI,27.87,28.78,22.78,-0.34,8.73,6.1,-2.07,24.7,16.6,11.46,-,58.15,30.0,63949.0,52.5,25.08,18.16,FMCG,-,-,-,1.66,-0.16,-0.25,0.82,18.31,Equity : Thematic - Consumption,7.84,17.57,0.25% on or before 30D
Tata Mutual Fund,Tata India Pharma & Healthcare Fund-Reg(G),EQ-PHRM,1.0,519.7,2.5,28-Dec-15,NIFTY PHARMA - TRI,16.7,18.02,15.0,4.25,3.38,-2.72,-6.33,10.98,23.41,14.33,-,22.98,25.0,45346.0,49.59,28.05,18.04,Healthcare,-,-,-,-5.97,-0.61,-1.01,0.53,14.65,Equity : Sectoral - Pharma,-7.13,24.5,0.25% on or before 30D
Tata Mutual Fund,Tata India Tax Savings Fund-Reg(G),EQ-ELSS,2.0,3036.6,1.97,13-Oct-14,NIFTY 500 - TRI,28.96,29.79,24.5,-0.42,9.25,3.73,-1.36,25.11,16.32,11.09,-,23.42,53.0,116875.0,63.78,15.83,19.07,Financials,-,-,-,3.73,-0.08,-0.13,0.94,17.75,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Tata Mutual Fund,Tata Infrastructure Fund-Reg(G),EQ-INFRA,3.0,941.4,2.38,31-Dec-04,S&P BSE India Infrastructure Index - TRI,99.55,106.42,81.45,-3.59,9.68,6.53,6.31,44.91,21.58,12.04,12.82,19.14,44.0,41470.0,36.26,41.88,17.45,Capital Goods,-,-,-,10.99,0.35,0.53,0.83,18.37,Equity : Sectoral - Infrastructure,5.4,20.87,0.25% on or before 30D
Tata Mutual Fund,Tata Large & Mid Cap Fund(G),EQ-L&M,2.0,3333.3,2.08,25-Feb-93,NIFTY LargeMidcap 250 - TRI,349.95,359.0,289.22,-0.91,10.42,9.33,2.85,27.16,18.82,13.06,15.22,9,43.0,102478.0,48.38,36.16,11.01,Financials,-,-,-,6.83,0.13,0.2,0.85,16.55,Equity : Large & Mid Cap,-1.58,18.24,Nil upto 12% of investments and 1% for remaining investments on or before 365D Nil after 365D
Tata Mutual Fund,Tata Large Cap Fund(G),EQ-LC,3.0,1303.6,2.41,7-May-98,NIFTY 100 - TRI,330.19,348.39,288.57,-0.88,6.93,1.1,-5.71,24.02,13.86,10.13,12.12,8.84,54.0,225500.0,82.59,10.02,3.83,Financials,-,-,-,-1.29,-0.37,-0.58,0.91,16.99,Equity : Large Cap,-3.51,14.3,Nil upto 12% of investments and 1% for remaining investments on or before 365D Nil after 365D
Tata Mutual Fund,Tata Mid Cap Growth Fund(G),EQ-MID,3.0,1705.6,2.29,1-Jul-94,Nifty Midcap 150 - TRI,244.14,255.87,208.47,-2.18,5.78,1.14,-5.71,28.53,21.39,12.45,17.93,64.7,59.0,29999.0,15.84,69.49,9.7,Automobile and Ancillaries,-,-,-,-0.91,-0.3,-0.46,0.87,18.68,Equity : Mid Cap,0.53,23.53,Nil upto 12% of investments and 1% for remaining investments on or before 365D Nil after 365D
Tata Mutual Fund,Tata Retirement Sav Fund - Cons Plan(G),HY-SOL,2.0,183.8,2.19,4-Nov-11,CRISIL Short Term Debt Hybrid 75+25 Fund Index,24.91,25.3,23.67,-0.51,2.77,1.22,-1.98,5.7,6.62,5.66,8.54,0,46.0,109372.0,18.7,5.82,3.71,Financials,2.27,1.93,7.14,-4.33,-0.85,-1.34,0.52,5.41,Hybrid : Solution Oriented,-1.53,19.02,Nil on or after age of 60Y 1% before 61 months from the Date of allotment
Tata Mutual Fund,Tata Retirement Sav Fund - Mod Plan(G),HY-SOL,3.0,1620.5,2.1,4-Nov-11,CRISIL Short Term Debt Hybrid 75+25 Fund Index,42.95,45.02,37.92,-1.34,7.17,3,-6.04,14.44,11.84,8.31,14.01,51.46,49.0,107039.0,53.5,17.12,11.1,Financials,-,-,-,-7.18,-0.54,-0.85,0.9,14.16,Hybrid : Solution Oriented,-1.53,19.02,Nil on or after age of 60Y 1% before 61 months from the Date of allotment
Tata Mutual Fund,Tata Retirement Sav Fund - Prog Plan(G),HY-SOL,4.0,1281.1,2.21,4-Nov-11,NIFTY 500 - TRI,42.38,45.51,36.86,-1.76,7.99,2.65,-8.79,15.38,11.91,8.51,13.74,57.82,50.0,107179.0,61.72,19.09,12.34,Financials,-,-,-,-9.53,-0.6,-0.92,0.97,16.9,Hybrid : Solution Oriented,-1.53,19.02,Nil on or after age of 60Y 1% before 61 months from the Date of allotment
Tata Mutual Fund,Tata Young Citizen Fund,HY-SOL,4.0,260.5,2.56,14-Oct-95,NIFTY 500 - TRI,41.43,43.52,35.6,-0.53,8.59,2.11,-5.29,23.86,17.58,9.52,11.02,8.06,50.0,118455.0,64.24,16.73,16.92,Financials,1.86,1.55,5.57,-5.59,-0.35,-0.55,0.95,17.41,Hybrid : Solution Oriented,-1.53,19.02,Compulsory Lock-in Option 5Y or till the child attains age of majority (whichever is earlier). 1% - If redeemed before child attains 18Y of age
Taurus Mutual Fund,Taurus Flexi Cap Fund-Reg(G),EQ-FLEX,1.0,254.0,2.64,29-Jan-94,S&P BSE 500 - TRI,150.9,162.37,127.14,-3.76,7.25,-0.03,-3.51,19.91,11.66,5.82,9.67,143,45.0,36824.0,52.51,18.1,28.82,Construction,-,-,2.9,1.39,-0.2,-0.3,0.93,19.0,Equity : Flexi Cap,-2.7,16.46,1% on or before 365D Nil after 365D
Taurus Mutual Fund,Templeton India Value Fund(G),EQ-VAL,4.0,758.2,2.5,5-Sep-03,NIFTY500 Value 50 - TRI,433.82,450.78,360.06,-1.54,10.73,4.68,2.77,40.72,22.7,10.12,14.07,30.49,39.0,94670.0,66.37,6.66,17.98,Financials,-,-,-,7.84,0.16,0.24,0.89,18.21,Equity : Value / Contra,3.04,21.88,1% on or before 1Y
Union Mutual Fund,Union Flexi Cap Fund-Reg(G),EQ-FLEX,4.0,1285.8,2.29,10-Jun-11,S&P BSE 500 - TRI,33.39,35.59,28.71,-0.6,7.48,2.74,-6.4,24.68,18.48,12.47,12.46,42,51.0,188997.0,69.07,21.66,3.09,Financials,-,-,-,-3,-0.47,-0.72,0.89,16.83,Equity : Flexi Cap,-2.7,16.46,1% on or before 15D Nil after 15D
Union Mutual Fund,Union Long Term Equity Fund(G),EQ-ELSS,4.0,549.7,2.51,23-Dec-11,S&P BSE 500 - TRI,42.6,44.18,36.22,-0.49,8.49,3.86,-3.56,26.38,19.45,12.83,13.24,62,61.0,182050.0,72.5,18.42,5.32,Financials,-,-,-,0.5,-0.26,-0.4,0.91,17.29,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Union Mutual Fund,Union Small Cap Fund-Reg(G),EQ-SML,4.0,1096.1,2.34,10-Jun-14,S&P BSE 250 Small Cap - TRI,31.46,31.84,24.93,0.64,11.7,6.55,5.12,40.31,32.48,15.25,-,70,60.0,11498.0,0.96,26.41,68.08,Capital Goods,-,-,-,8.72,0.24,0.35,0.78,18.76,Equity : Small Cap,2.94,30.51,1% on or before 15D Nil after 15D
UTI Mutual Fund,UTI Arbitrage Fund-Reg(G),HY-ARB,4.0,4110.3,0.93,29-Jun-06,Nifty 50 Arbitrage,29.02,29.02,27.97,0.42,1.05,1.86,3.61,3.76,4.0,4.93,6.02,1108,118.0,155266.0,51.28,10.42,4.21,Financials,0.45,0.45,6.37,0.83,0.91,1.83,-0.02,0.92,Hybrid : Arbitrage,3.56,3.65,Nil upto 10% of units and 0.25% for excess units on or before 21D Nil after 21D
UTI Mutual Fund,UTI Banking and Financial Services Fund-Reg(G),EQ-FIN,1.0,790.7,2.67,30-Jul-05,Nifty Financial Services - TRI,121.92,128.25,99.36,-1.92,12.8,7.1,-2.66,26.56,9.35,4.8,10.46,21,25.0,218045.0,83.51,4.49,10.24,Financials,-,-,-,3.38,-0.12,-0.19,1.07,20.99,Equity : Sectoral - Financial Services,-1.79,11.01,1% on or before 30D Nil after 30D
UTI Mutual Fund,UTI CCF - Savings Plan,HY-SOL,2.0,4143.9,1.75,12-Jul-93,CRISIL Short Term Debt Hybrid 60+40 Fund Index,30.77,31.44,28.49,-0.48,3.62,2.23,0.89,13.52,10.65,6.76,10.03,43,57.0,103261.0,25.18,8.62,5.63,Financials,6.1,3.9,7.42,-0.93,-0.17,-0.27,0.59,7.26,Hybrid : Solution Oriented,-1.53,19.02,Nil
UTI Mutual Fund,UTI CCF- Investment Plan(G),HY-SOL,5.0,677.9,2.68,8-Mar-04,NIFTY 500 - TRI,59.25,64.38,50.42,-0.79,7.51,1.19,-6.61,24.77,17.51,10.07,13.27,25,55.0,103877.0,62.86,21.44,13.91,Financials,-,0.01,7.5,-6.73,-0.41,-0.63,0.98,17.59,Hybrid : Solution Oriented,-1.53,19.02,Nil
UTI Mutual Fund,UTI Core Equity Fund-Reg(G),EQ-L&M,4.0,1434.2,2.55,20-May-09,NIFTY LargeMidcap 250 - TRI,99.74,104.9,85.56,-1.6,5.94,2.89,-5.08,30.89,19.19,10.0,12.38,36,62.0,74996.0,45.77,40.73,10.31,Financials,-,-,-,-0.53,-0.31,-0.47,0.89,17.65,Equity : Large & Mid Cap,-1.58,18.24,1% before 1Y Nil on or after 1Y
UTI Mutual Fund,UTI Flexi Cap Fund-Reg(G),EQ-FLEX,4.0,25786.6,1.77,1-Aug-05,NIFTY 500 - TRI,239.2,278.78,206.49,-1.16,6.77,-1.99,-13.93,21.65,18.38,13.75,14.77,8,60.0,96987.0,63.2,24.47,8.84,Financials,-,-,-,-11.29,-0.89,-1.35,0.91,18.24,Equity : Flexi Cap,-2.7,16.46,Nil upto 10% of units and 1% for remaining units on or before 1Y Nil after 1Y
UTI Mutual Fund,UTI Healthcare Fund-Reg(G),EQ-PHRM,3.0,713.6,2.48,1-Aug-05,S&P BSE Health Care - TRI,150.36,169.48,135.86,3.33,3.01,-4.76,-11.8,7.89,23.97,12.08,12.89,35,31.0,36367.0,43.0,28.05,27.53,Healthcare,-,-,-,-11.77,-0.97,-1.57,0.57,15.33,Equity : Sectoral - Pharma,-7.13,24.5,1% on or before 30D Nil after 30D
UTI Mutual Fund,UTI Hybrid Equity Fund-Reg(G),HY-EQ,4.0,4331.5,1.99,2-Jan-95,CRISIL Hybrid 35+65 - Aggressive Index,255.53,262.77,227.25,-0.78,5.28,3.31,-1.7,24.29,16.45,9.02,11.69,34,62.0,125506.0,49.99,13.31,8.5,Financials,5.55,3.54,7.38,-2.47,-0.22,-0.34,0.74,13.22,Hybrid : Equity Oriented,1.35,8.53,Nil for 10% of units and 1% for remaining units on or before 12M Nil after 12M
UTI Mutual Fund,UTI India Consumer Fund-Reg(G),EQ-CONS,2.0,468.9,2.85,30-Jul-07,Nifty India Consumption - TRI,40.11,41.72,33.69,-0.78,7.6,6.09,-1.82,24.05,14.21,10.26,11.65,18,38.0,124804.0,70.58,22.54,4.71,FMCG,-,-,-,1.56,-0.17,-0.26,0.81,17.15,Equity : Thematic - Consumption,7.84,17.57,1% on or before 30D Nil after 30D
UTI Mutual Fund,UTI Infrastructure Fund-Reg(G),EQ-INFRA,2.0,1469.4,2.3,19-Apr-04,Nifty Infrastructure - TRI,81.31,85.48,66.51,-2.97,9.47,4.31,1.09,35.5,16.04,8.53,10.72,8,42.0,81042.0,60.06,23.08,13.99,Infrastructure,-,-,-,5.52,0.04,0.05,0.88,18.27,Equity : Sectoral - Infrastructure,5.4,20.87,1% on or before 30D Nil after 30D
UTI Mutual Fund,UTI LT Equity Fund (Tax Saving)-Reg(G),EQ-ELSS,4.0,2931.5,2.07,1-Aug-05,NIFTY 500 - TRI,142.76,154.56,121.18,-0.74,7.71,1.5,-6.16,25.28,18.14,11.55,13.28,28,55.0,103536.0,63.01,21.51,14.03,Financials,-,-,-,-1.74,-0.38,-0.58,0.91,17.66,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
UTI Mutual Fund,UTI Mastershare-Reg(G),EQ-LC,4.0,10394.3,2.03,3-Aug-05,S&P BSE 100 - TRI,192.31,207.72,167.18,-0.53,6.52,1,-6.45,22.06,16.11,11.84,13.03,25,52.0,222462.0,78.64,9.41,2.36,Financials,-,-,-,-2.04,-0.41,-0.65,0.93,17.47,Equity : Large Cap,-3.51,14.3,Nil upto 10% of units and 1% for remaining units on or before 1Y Nil after 1Y
UTI Mutual Fund,UTI Mid Cap Fund-Reg(G),EQ-MID,4.0,7251.8,2.12,30-Jul-05,Nifty Midcap 150 - TRI,192.48,198.43,157.66,-0.52,9.49,5.02,-1.25,32.34,25.99,12.59,18.99,17,73.0,27194.0,11.03,68.28,17.14,Financials,-,-,-,2.95,-0.1,-0.15,0.86,18.65,Equity : Mid Cap,0.53,23.53,1% on or before 1Y Nil after 1Y
UTI Mutual Fund,UTI Regular Savings Fund-Reg(G),HY-DT(CO),3.0,1591.8,1.8,16-Dec-03,NIFTY 50 Hybrid Composite Debt 15:85 Index,52.57,53.26,49.69,-0.35,2.78,1.9,0.54,11.24,8.68,6.31,8.78,96,59.0,109500.0,16.63,4.54,3.27,Financials,5.33,3.58,7.47,-1.94,-0.47,-0.73,0.59,4.74,Hybrid : Debt Oriented (Conservative),0.59,9.76,NIL upto 10% of units and 1% for remaining units on or before 12M NIL after 12M
UTI Mutual Fund,UTI Retirement Benefit Pension,HY-SOL,2.0,3634.5,1.74,27-Dec-94,CRISIL Short Term Debt Hybrid 60+40 Fund Index,35.16,35.84,32.8,-0.58,3.2,2.6,0.69,15.1,11.99,6.7,9.22,47,62.0,124880.0,26.52,7.2,4.56,Financials,6.26,4.06,7.33,-1.11,-0.2,-0.31,0.59,7.17,Hybrid : Solution Oriented,-1.53,19.02,Nil
UTI Mutual Fund,UTI Value Opp Fund-Reg(G),EQ-VAL,3.0,6788.6,1.98,20-Jul-05,NIFTY 500 - TRI,101.52,105.24,86.58,-1.1,7.67,3.05,-3.12,25.7,18.66,12.43,12.53,25,59.0,108738.0,66.84,17.66,13.17,Financials,-,-,-,1.18,-0.22,-0.34,0.89,17.15,Equity : Value / Contra,3.04,21.88,Nil upto 10% of units and 1% for remaining units on or before 1Y Nil after 1Y
