Fund House,Funds,Category,Rating,AUM(in Rs. cr),ExpenseRatio (%),inception_date,Benchmark Index,NAV,52 WeekHigh (NAV),52 WeekLow (NAV),Return (%)1 mo,Return (%)3 mo,Return (%)6 mo,Return (%)1 yr,Return (%)2 yrs,Return (%)3 yrs,Return (%)5 yrs,Return (%)10 yrs,Turnover Ratio (%),No. of Stocks,Avg. Market Cap(in Rs. cr),Large Cap(%),Mid Cap(%),Small Cap(%),Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,Standard Deviation,classification,category_average_return_1year,category_average_return_3years,Exit_load_Remarks
Aditya Birla Sun Life,Aditya Birla SL Nifty Next 50 Index Fund-Reg(G),EQ-INDX,Unrated,32.5,1.03,18-Feb-22,NIFTY NEXT 50 - TRI,10.28,11.15,8.69,-4.92,6.32,-3.07,-,-,-,-,-,-,50,83541,87.62,11.86,-,Financials,-,-,-,-,-,-,-,-,Equity : Index Funds,-2.76,15.7,0.25% on or before 3D Nil after 3D
Aditya Birla Sun Life,Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),DT-M&LD,Unrated,3271.1,0.5,28-Jan-22,Nifty SDL Apr 2027 Index,10.08,10.14,9.77,0.13,1.23,1.06,-,-,-,-,-,0,-,-,-,-,-,-,4.04,3.39,7.54,-,-,-,-,-,Debt : Medium to Long Duration,1.11,4.88,Nil
Aditya Birla Sun Life,Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund-Reg(G),DT-M&LD,Unrated,7477.2,0.31,24-Sep-21,Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,10.12,10.18,9.85,-0.02,1.02,0.78,1.08,-,-,-,-,0,-,-,-,-,-,-,3.48,2.95,7.51,-1.39,-0.69,-0.9,0.49,2.34,Debt : Medium to Long Duration,1.11,4.88,0.50% on or before 30D Nil after 30D
Aditya Birla Sun Life,Aditya Birla SL Nifty SDL Sep 2025 Index Fund-Reg(G),DT-MD,Unrated,63.9,-,28-Sep-22,Nifty SDL Sep 2025 Index,10.03,10.03,10,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,2.64,2.28,7.51,-,-,-,-,-,Debt : Medium Duration,1.38,5.02,Nil
Aditya Birla Sun Life,Aditya Birla SL Nifty Smallcap 50 Index Fund-Reg(G),EQ-INDX,Unrated,42.1,1.01,5-Apr-21,Nifty Smallcap 50 - TRI,10.54,13.57,8.83,-2.54,7.43,-10.61,-24.64,-,-,-,-,-,62,10408,-,1.21,98.42,Financials,-,-,-,-21.87,-1.11,-1.62,1.05,24.87,Equity : Index Funds,-2.76,15.7,0.50% on or before 15D Nil after 15D
Aditya Birla Sun Life,Aditya Birla SL Overnight Fund-Reg(G),DT-ON,4,11156.4,0.18,1-Nov-18,CRISIL Overnight Index,1174.06,1174.06,1128.48,0.47,1.32,2.36,4.04,3.53,3.57,-,-,0,-,-,-,-,-,-,-,-,5.99,-0.03,-0.76,-0.4,-,0.04,Debt : Overnight,4.1,3.6,Nil
Aditya Birla Sun Life,Aditya Birla SL Pharma & Healthcare Fund-Reg(G),EQ-PHRM,Unrated,474.7,2.53,10-Jul-19,S&P BSE Health Care - TRI,17.24,19.64,15.85,2.98,1.47,-6.04,-12.74,7.31,18.89,-,-,28,27,45211,54.68,21.96,20.96,Healthcare,-,-,-,-12.9,-1.05,-1.72,0.55,15.25,Equity : Sectoral - Pharma,-7.13,24.5,1% on or before 30D Nil after 30D
Aditya Birla Sun Life,Aditya Birla SL PSU Equity Fund-Reg(G),EQ-THEM,Unrated,877.5,2.33,30-Dec-19,S&P BSE PSU - TRI,15.53,16.15,12.85,-1.7,12.22,-0.38,4.41,39.24,-,-,-,39,33,65816,62.11,17.99,13.52,Energy,-,-,-,10.16,0.28,0.43,0.81,20.31,Equity : Thematic,7.27,15.07,1% on or before 30D Nil after 30D
Aditya Birla Sun Life,Aditya Birla SL Pure Value Fund(G),EQ-VAL,3,3916,2.05,27-Mar-08,NIFTY 500 - TRI,72.31,77.58,59.8,-0.1,9.38,-1.79,-6.5,27.1,16.03,2.87,15.36,132,71,36616,39.06,25.72,28.54,Financials,-,-,-,-0.86,-0.31,-0.45,1.04,21.63,Equity : Value / Contra,3.04,21.88,1% on or before 90D Nil after 90D
Aditya Birla Sun Life,Aditya Birla SL Regular Savings Fund(G),HY-DT(CO),3,1654,1.88,22-May-04,CRISIL Hybrid 85+15 - Conservative Index,52.11,52.47,49.22,0.01,2.61,1.56,3.45,12.94,9.24,5.95,9.98,136,49,132499,16.75,3.61,3.42,Financials,2.61,1.94,7.4,1.23,0.2,0.35,0.51,4.94,Hybrid : Debt Oriented (Conservative),0.59,9.76,1% on or before 90D Nil after 90D
Aditya Birla Sun Life,Aditya Birla SL Retirement Fund-30-Reg(G),HY-SOL,3,253.1,2.5,11-Mar-19,NIFTY 500 - TRI,13.24,14.07,11.48,-0.75,6.16,3.37,-4.78,13.58,10.05,-,-,50,42,128338,59.62,19.2,16.13,Financials,-,-,-,-5.92,-0.4,-0.63,0.98,16.13,Hybrid : Solution Oriented,-1.53,19.02,Nil
Aditya Birla Sun Life,Aditya Birla SL Retirement Fund-40-Reg(G),HY-SOL,Unrated,93.1,2.47,11-Mar-19,CRISIL Hybrid 35+65 - Aggressive Index,13.05,13.69,11.59,-0.64,5.08,2.73,-3.71,11.27,9.18,-,-,43,39,129990,48.75,16.18,12.76,Financials,3.43,2.74,7.5,-5.32,-0.44,-0.7,0.82,13.01,Hybrid : Solution Oriented,-1.53,19.02,Nil
Aditya Birla Sun Life,Aditya Birla SL Retirement Fund-50 Plus-Debt Plan-Reg(G),HY-SOL,Unrated,29.5,2.1,11-Mar-19,Crisil Short Term Bond Fund Index,11.26,11.36,11.08,-0.21,0.5,0.32,-0.09,1.19,2.8,-,-,9,-,-,-,-,-,-,3.92,3.09,7.4,-2.67,-1.44,-1.98,0.5,2.03,Hybrid : Solution Oriented,-1.53,19.02,Nil
Aditya Birla Sun Life,Aditya Birla SL Retirement Fund-50-Reg(G),HY-SOL,Unrated,27.6,1.97,11-Mar-19,CRISIL Short Term Debt Hybrid 75+25 Fund Index,11.5,11.61,10.95,-0.01,2.4,1.15,0.07,1.32,3.44,-,-,52,31,166815,16.71,5,2.08,Financials,2.2,1.74,6.74,-2.37,-0.62,-0.96,0.56,4.21,Hybrid : Solution Oriented,-1.53,19.02,Nil
Aditya Birla Sun Life,Aditya Birla SL S&P BSE Sensex ETF,EQ-ETF,Unrated,109.9,0.08,18-Jul-16,S&P BSE SENSEX - TRI,57.01,585.3,49.4,0.22,8.41,4.06,-3.39,22.18,15.74,11.12,-,-,30,483575,99.92,-,-,Financials,-,-,-,1.69,-0.21,-0.34,1,18.26,Equity : ETFs,-3.32,12.35,null
Aditya Birla Sun Life,Aditya Birla SL Savings Fund-Reg(G),DT-USD,5,14371.1,0.52,16-Apr-03,NIFTY Ultra Short Duration Debt Index,450.26,450.26,432.47,0.36,1.15,2.14,4.11,4.12,5.19,6.26,7.64,0,-,-,-,-,-,-,0.51,0.49,7.16,1.46,3.11,4.52,0.07,0.46,Debt : Ultra Short Duration,3.68,4.48,Nil
Aditya Birla Sun Life,Aditya Birla SL Short Term Fund(G),DT-SD,4,5813.4,1.1,9-May-03,Nifty Short Duration Debt Index,38.94,38.95,37.67,0.12,1.14,1.92,3.33,4.05,6.13,6.54,8.08,0,-,-,-,-,-,-,2.06,1.55,7.55,0.73,0.62,0.87,0.2,1.05,Debt : Short Duration,2.89,5.39,Nil
Aditya Birla Sun Life,Aditya Birla SL Silver ETF,GOLD-ETF,Unrated,147.1,0.37,31-Jan-22,Silver,56.97,73.58,53.29,1.2,2.25,-20.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold : ETFs,-3.32,12.35,null
Aditya Birla Sun Life,Aditya Birla SL Silver ETF FOF-Reg(G),FOF-DOM,Unrated,76.2,0.64,3-Feb-22,Silver,9.18,11.55,8.66,1.58,0.25,-19.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FoFs : Domestic,-3.72,13.95,0.50% on or before 30D Nil after 30D
Aditya Birla Sun Life,Aditya Birla SL Small Cap Fund(G),EQ-SML,1,2972,2.09,31-May-07,S&P BSE 250 Small Cap - TRI,52.71,57.95,43.96,-1.79,8.19,-0.52,-11.06,32.02,20.4,5.26,15.44,41,93,8688,3.18,18.16,72.66,Capital Goods,-,-,-,-7.94,-0.66,-0.94,0.81,18.85,Equity : Small Cap,2.94,30.51,1% on or before 90D Nil after 90D
Aditya Birla Sun Life,Aditya Birla SL Special Opp Fund-Reg(G),EQ-THEM,Unrated,643.9,2.56,23-Oct-20,S&P BSE 500 - TRI,15.12,16.5,13.1,-1.04,6.53,-0.78,-8.72,-,-,-,-,-,54,98999,61.91,27.92,6.49,Financials,-,-,-,-3.63,-0.48,-0.73,0.94,18.45,Equity : Thematic,7.27,15.07,1% on or before 30D Nil after 30D
Aditya Birla Sun Life,Aditya Birla SL Tax Plan(G),EQ-ELSS,1,357.3,2.52,3-Oct-06,NIFTY 500 - TRI,49.07,53.65,43.61,-1.75,4.6,-0.06,-7.89,11.68,8.79,5.43,12.95,25,40,104731,53.8,32.57,12.02,Financials,-,-,-,-5.37,-0.63,-0.98,0.81,15.73,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Aditya Birla Sun Life,Aditya Birla SL Tax Relief 96(G),EQ-ELSS,1,13555.4,1.77,10-Mar-08,NIFTY 500 - TRI,40.62,44.08,35.92,-1.72,4.98,0.92,-7.11,12.4,9.65,6.21,13.72,27,48,100768,54.99,30.55,12.91,Financials,-,-,-,-4.46,-0.57,-0.89,0.82,15.82,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Axis Mutual Fund,Axis All Seasons Debt FOFs-Reg(G),FOF-DOM,Unrated,163.4,0.62,28-Jan-20,NIFTY Composite Debt Index,11.67,11.72,11.38,0.08,1.19,1.69,2.61,4.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.12,-0.17,0.36,1.49,FoFs : Domestic,-3.72,13.95,Nil for 10% of investment and 1% for remaining investment on or before 12M Nil after 12M
Axis Mutual Fund,Axis Arbitrage Fund-Reg(G),HY-ARB,3,3999.3,1.05,14-Aug-14,Nifty 50 Arbitrage,15.56,15.56,14.94,0.41,1.06,1.9,4.06,3.83,3.94,4.84,-,0,85,144270,56.79,9.24,1.56,Financials,0.33,0.32,6.61,1.26,1.37,2.82,-0.02,0.93,Hybrid : Arbitrage,3.56,3.65,0.25% on or before 7D Nil after 7D
Axis Mutual Fund,Axis Balanced Advantage Fund-Reg(G),HY-DYN,2,2377,2.04,1-Aug-17,NIFTY 50 Hybrid Composite Debt 50:50 Index,14.27,14.69,13.19,-0.21,4.16,2.66,-2.46,10.96,8.27,6.94,-,0,62,213079,60.24,7.82,1.3,Financials,2.5,1.95,7.01,-4.54,-0.56,-0.88,0.67,8.75,Hybrid : Dynamic Asset Allocation,1.18,10.47,Nil for 10% of investments and 1% for remaining investments on or before 12M Nil after 12M
Axis Mutual Fund,Axis Banking & PSU Debt Fund-Reg(G),DT-B&PSU,3,13314.2,0.63,8-Jun-12,NIFTY Banking and PSU Debt Index,2169.05,2173.12,2108.52,0.03,0.64,1.3,2.87,3.4,5.54,6.83,7.68,0,-,-,-,-,-,-,2.13,1.79,7.08,0.23,0.29,0.41,0.1,0.62,Debt : Banking & PSU,2.42,5.6,Nil
Axis Mutual Fund,Axis Bluechip Fund-Reg(G),EQ-LC,3,35822.4,1.64,5-Jan-10,S&P BSE 100 - TRI,43.75,48.48,38.11,-0.5,7.18,0.28,-10.62,16.85,11.66,12.28,14.29,45,37,359360,88.52,1.27,-,Financials,-,-,-,-7.53,-0.72,-1.13,0.93,17.49,Equity : Large Cap,-3.51,14.3,Nil for 10% of investments and 1% for remaining investments on or before 12M Nil after 12M
Axis Mutual Fund,Axis Childrens Gift Fund-Compulsory Lock in-Reg(G),HY-SOL,4,702.6,2.45,8-Dec-15,NIFTY 50 Hybrid Composite Debt 65:35 Index,19.61,21.66,17.64,-1.01,5.37,-1.63,-7.79,16.77,11.8,10.01,-,0,39,186471,56.86,7.3,7.42,Financials,5.4,2.6,7.16,-9.53,-0.73,-1.12,0.86,13.59,Hybrid : Solution Oriented,-1.53,19.02,NIL
Axis Mutual Fund,Axis Childrens Gift Fund-No Lock in-Reg(G),HY-SOL,3,702.6,2.45,8-Dec-15,NIFTY 50 Hybrid Composite Debt 65:35 Index,19.6,21.66,17.64,-1.01,5.37,-1.63,-7.79,16.77,11.8,10.01,-,0,39,186471,56.86,7.3,7.42,Financials,5.4,2.6,7.16,-9.5,-0.73,-1.12,0.86,13.59,Hybrid : Solution Oriented,-1.53,19.02,3% on or before 1Y 2% after 1Y but on or before 2Y 1% after 2Y but on or before 3Y Nil after 3Y
Axis Mutual Fund,Axis Corp Debt Fund-Reg(G),DT-CORP,4,3179.2,0.94,13-Jul-17,NIFTY Corporate Bond Index,13.92,13.94,13.54,0.07,1.05,1.63,2.82,3.69,6.28,6.42,-,0,-,-,-,-,-,-,2.67,1.66,7.43,0.23,0.13,0.18,0.22,1,Debt : Corporate Bond,2.2,5.79,Nil
Axis Mutual Fund,Axis Credit Risk Fund-Reg(G),DT-CR,4,652.7,1.69,15-Jul-14,NIFTY Credit Risk Bond Index,17.45,17.46,16.89,0.11,1.1,1.56,3.27,5.11,6.12,5.45,-,0,-,-,-,-,-,-,1.93,1.45,8.23,0.68,0.59,0.76,0.21,1,Debt : Credit Risk,3.6,5.53,Nil for 10% of investments and 1% for remaining investment on or before 12M Nil after 12M
Axis Mutual Fund,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund-Reg(G),DT-MD,Unrated,588.9,0.3,28-Jan-22,CRISIL IBX 70:30 CPSE Plus SDL - April 2025,10.02,10.08,9.82,0.01,0.84,0.41,-,-,-,-,-,0,-,-,-,-,-,-,2.35,2.03,7.39,-,-,-,-,-,Debt : Medium Duration,1.38,5.02,Nil
Axis Mutual Fund,Axis CRISIL IBX SDL May 2027 Index Fund-Reg(G),DT-M&LD,Unrated,1359.5,0.3,23-Feb-22,CRISIL IBX SDL Index - May 2027,9.98,10.04,9.65,0.13,1.24,1.19,-,-,-,-,-,0,-,-,-,-,-,-,4.39,3.6,7.54,-,-,-,-,-,Debt : Medium to Long Duration,1.11,4.88,Nil
Axis Mutual Fund,Axis Dynamic Bond Fund-Reg(G),DT-DYN,5,1686,0.66,27-Apr-11,NIFTY Composite Debt Index,23.99,24.22,23.24,-0.72,1.39,1.31,1.09,2.68,6.07,6.48,7.66,0,-,-,-,-,-,-,7.23,5.2,7.59,-1.44,-0.55,-0.68,0.65,3.14,Debt : Dynamic Bond,2.02,5.08,Nil
Axis Mutual Fund,Axis Equity ETFs FoF-Reg(G),EQ-ETF,Unrated,16,0.27,24-Feb-22,NIFTY 500 - TRI,10.52,10.9,8.99,-1.21,7.81,1.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Equity : ETFs,-3.32,12.35,1% on or before 15D Nil after 15D
Axis Mutual Fund,Axis Equity Hybrid Fund-Reg(G),HY-EQ,3,1864.4,2.16,9-Aug-18,CRISIL Hybrid 35+65 - Aggressive Index,15.1,16.43,13.52,-1.05,4.87,-0.26,-7.72,16.11,11.15,-,-,0,41,221832,60.33,9.66,3.6,Financials,4.22,2.65,7.66,-9.48,-0.71,-1.08,0.85,14.06,Hybrid : Equity Oriented,1.35,8.53,Nil for 10% of investments and 1% for remaining investments on or before 12M Nil after 12M
Axis Mutual Fund,Axis Equity Saver Fund-Reg(G),HY-EQ,2,1151.2,2.18,14-Aug-15,NIFTY 50 Equity Savings Index,16.81,17.29,15.69,-0.18,3.64,1.82,-2.5,10.69,8.1,7.73,-,0,60,300475,61.76,4.62,1.07,Financials,3.15,1.55,7,-4.59,-0.64,-1,0.56,7.66,Hybrid : Equity Oriented,1.35,8.53,Nil upto 10% of investments and 1% for remaining investments on or before 1M Nil after 1M
Axis Mutual Fund,Axis ESG Equity Fund-Reg(G),EQ-THEM,Unrated,1655.5,2.16,12-Feb-20,NIFTY100 ESG - TRI,14.46,17.27,12.99,-1.44,2.86,-5.7,-16.95,14.39,-,-,-,22,59,191215,61.57,7.25,3.98,Financials,-,-,-,-15.6,-1.19,-1.84,0.8,16.83,Equity : Thematic,7.27,15.07,Nil for 10% of investment and 1% for remaining investment on or before 12M Nil after 12M
Axis Mutual Fund,Axis Flexi Cap Fund-Reg(G),EQ-FLEX,3,11039.2,1.86,17-Nov-17,NIFTY 500 - TRI,18.08,20.25,15.61,-0.77,8,0.17,-11.1,20.03,12.95,-,-,50,56,173640,70.01,10.36,10.03,Financials,0.67,-,-,-8.11,-0.74,-1.11,0.92,17.87,Equity : Flexi Cap,-2.7,16.46,NIL for 10% of investments and 1% for remaining investments on or before 12M Nil after 12M
Axis Mutual Fund,Axis Floater Fund-Reg(G),DT-FL,Unrated,696,0.52,29-Jul-21,CRISIL Low Duration Debt Index,1042.19,1046.23,1009.23,0.21,1.03,1.77,3.24,-,-,-,-,0,-,-,-,-,-,-,3.94,2.47,7.3,0.68,0.52,0.89,0.2,1.15,Debt : Floater,3.09,5.61,NIL
Axis Mutual Fund,Axis Focused 25 Fund-Reg(G),EQ-MLC,3,18087.2,1.77,29-Jun-12,NIFTY 500 - TRI,40.64,48.79,35.77,-2.52,5,-4.83,-18.99,16,10.74,10.11,13.9,139,24,204957,74.53,9.33,0.53,Financials,-,-,-,-17.31,-1.18,-1.8,0.97,19.28,Equity : Multi Cap,0.07,20.3,Nil for 10% of investments and 1% for remaining investments on or before 12M Nil after 12M
Axis Mutual Fund,Axis Gilt Fund-Reg(G),DT-GILT,4,126.2,1,23-Jan-12,Nifty All Duration G-Sec Index,20.65,20.77,20.16,-0.04,1.51,1.79,1.74,2.84,5.84,6.35,7.05,0,-,-,-,-,-,-,5.72,2.67,7.12,-0.81,-0.5,-0.81,0.46,2.01,Debt : Gilt,1.22,5.04,Nil
Axis Mutual Fund,Axis Global Equity Alpha FoF-Reg(G),FOF-OVR,Unrated,1014.3,1.66,24-Sep-20,MSCI World,11.41,13.52,10.73,1.14,-2.11,-7.79,-13.49,5.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-17.84,-0.84,-1.36,-0.32,20.99,FoFs : Overseas,-21.18,4.44,NIL upto 10% of investments and 1% for remaining investments on or before 12M Nil after 12M
Axis Mutual Fund,Axis Global Innovation FoF-Reg(G),FOF-OVR,Unrated,1127.6,1.6,28-May-21,MSCI AC World Index,8.12,11.15,7.63,-1.69,-4.02,-12.78,-24.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-30.9,-1.17,-1.9,-0.14,26.49,FoFs : Overseas,-21.18,4.44,Nil upto 10% of investment and 1% for remaining investment on or before 12M Nil after 12M
Axis Mutual Fund,Axis Gold ETF,GOLD-ETF,Unrated,690.5,0.53,10-Nov-10,Gold-India,43.06,47.43,41.05,1.77,-1.19,-6.27,5.46,-1.36,8.37,10.31,3.66,6,-,-,-,-,-,-,-,-,-,1.84,0.15,0.27,-0.37,13.31,Gold : ETFs,-3.32,12.35,Nil
Axis Mutual Fund,Axis Gold Fund-Reg(G),GOLD-MF,Unrated,256.9,0.6,20-Oct-11,Gold-India,15.29,16.39,14.54,1.85,-0.99,-6.66,5.44,-1.44,8.64,10.27,2.84,-,-,-,-,-,-,-,-,-,-,1.66,0.17,0.29,-0.64,12.07,Gold : MFs,3.72,7.87,1% on or before 1Y Nil after 1Y
Axis Mutual Fund,Axis Greater China Equity FoF-Reg(G),FOF-OVR,Unrated,102.3,1.58,10-Feb-21,MSCI Golden Dragon Index (Total Return Net),6.22,9.02,5.94,-6.33,-17.83,-13.85,-29.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-36.41,-1.46,-2.53,-0.28,24.92,FoFs : Overseas,-21.18,4.44,Nil for 10% of investments and 1% for remaining investments on or before 12M Nil after 12M
Axis Mutual Fund,Axis Growth Opp Fund-Reg(G),EQ-L&M,5,8334.1,1.97,22-Oct-18,NIFTY LargeMidcap 250 - TRI,19.9,21.91,17.15,-2.22,5.69,-2.84,-9.69,26.38,20.05,-,-,26,93,70240,42.33,35.4,4.83,Financials,-,-,-,-6.48,-0.62,-0.92,0.78,17.44,Equity : Large & Mid Cap,-1.58,18.24,Nil for 10% of investments and 1% for remaining investments on or before 12M Nil after 12M
Axis Mutual Fund,Axis Liquid Fund-Reg(G),DT-LIQ,4,22527.8,0.22,9-Oct-09,Nifty Liquid Fund Index,2411.43,2411.43,2313.55,0.46,1.33,2.41,4.23,3.71,4.05,5.29,6.77,0,-,-,-,-,-,-,0.12,0.12,6.32,0.1,1.3,1.18,0.01,0.07,Debt : Liquid,4.1,3.86,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
Axis Mutual Fund,Axis Long Term Equity Fund-Reg(G),EQ-ELSS,3,31268.5,1.63,29-Dec-09,NIFTY 500 - TRI,66.46,78.1,57.09,-2.26,6.62,-3.17,-16.35,18.14,11.43,10.8,16.64,19,40,140846,76.93,19.14,2.51,Financials,-,-,-,-14.26,-1,-1.52,0.96,19.5,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Axis Mutual Fund,Axis Midcap Fund-Reg(G),EQ-MID,3,19461.8,1.79,18-Feb-11,S&P BSE 150 MidCap - TRI,68.32,73.07,58,-1.36,7.6,2.45,-7.11,27.21,20.88,16.5,18.8,24,65,48927,24.38,61.29,2.54,Financials,-,-,-,-3.68,-0.47,-0.7,0.83,17.68,Equity : Mid Cap,0.53,23.53,Nil for 10% of investments and 1% for remaining investments on or before 12M Nil after 12M
Axis Mutual Fund,Axis Money Market Fund-Reg(G),DT-MM,2,3624.3,0.36,6-Aug-19,Nifty Money Market Index,1173.26,1173.26,1127.35,0.35,1.17,2.14,4.07,3.94,4.86,-,-,0,-,-,-,-,-,-,0.48,0.47,6.92,1.41,4,6.16,0.05,0.35,Debt : Money Market,3.75,4.5,Nil
Axis Mutual Fund,Axis Multicap Fund-Reg(G),EQ-MLC,Unrated,5411,1.86,17-Dec-21,Nifty500 Multicap 50:25:25 - TRI,9.88,10.18,8.36,0,8.67,3.45,-,-,-,-,-,-,68,58543,40.29,29.84,26.14,Financials,-,-,-,-,-,-,-,-,Equity : Multi Cap,0.07,20.3,Nil for 10% of investment and 1% for remaining investment on or before 12M Nil after 12M
Axis Mutual Fund,Axis NASDAQ 100 FoF-Reg(G),FOF-OVR,Unrated,-,-,-,Nasdaq-100 - TRI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FoFs : Overseas,-21.18,4.44,1% on or before 7D Nil after 7D
Axis Mutual Fund,Axis Nifty 100 Index Fund-Reg(G),EQ-INDX,Unrated,850,1,18-Oct-19,NIFTY 100 - TRI,15.04,15.65,13.08,-1.17,7.23,1.43,-4.99,21.9,14.54,-,-,-,100,322798,98.15,1.68,-,Financials,-,-,-,-0.25,-0.31,-0.5,0.98,18.08,Equity : Index Funds,-2.76,15.7,Nil
Axis Mutual Fund,Axis NIFTY 50 ETF,EQ-ETF,Unrated,142.8,0.07,3-Jul-17,NIFTY 50 - TRI,185.88,192.11,161.71,-0.23,7.73,2.77,-4.09,22.9,15.63,12.64,-,-,50,397172,99.97,-,-,Financials,-,-,-,0.91,-0.25,-0.41,0.99,18.16,Equity : ETFs,-3.32,12.35,null
Axis Mutual Fund,Axis Nifty 50 Index Fund-Reg(G),EQ-INDX,Unrated,168.6,0.42,3-Dec-21,NIFTY 50 - TRI,10.23,10.62,8.93,-0.36,7.53,2.51,-,-,-,-,-,-,50,398105,98.93,-,-,Financials,-,-,-,-,-,-,-,-,Equity : Index Funds,-2.76,15.7,Nil
Axis Mutual Fund,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,DT-ETF,Unrated,1123.9,0.12,11-May-21,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,10.48,10.55,10.22,-0.06,0.91,0.51,1.06,-,-,-,-,0,-,-,-,-,-,-,3.09,2.61,7.47,-1.44,-0.76,-0.95,0.44,2.14,Debt : ETFs,-3.32,12.35,null
Axis Mutual Fund,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FoF-Reg(G),DT-M&LD,Unrated,222,0.22,20-Oct-21,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,10.08,10.17,9.82,-0.21,0.97,0.1,-,-,-,-,-,-,-,-,-,-,-,-,3.62,3.07,6.02,-1.64,-0.58,-0.88,0.36,3.1,Debt : Medium to Long Duration,1.11,4.88,null
Axis Mutual Fund,Axis NIFTY Bank ETF,EQ-ETF,Unrated,45.9,0.15,3-Nov-20,NIFTY BANK - TRI,407.09,418.36,328.44,-1.18,14.16,10.46,2.14,-,-,-,-,-,12,363460,93.59,6.36,-,Financials,-,-,-,8.87,0.12,0.2,1.1,22.43,Equity : ETFs,-3.32,12.35,null
Axis Mutual Fund,Axis NIFTY Healthcare ETF,EQ-ETF,Unrated,20.7,0.2,17-May-21,Nifty Healthcare Index - TRI,83.09,89.85,73.33,5.59,4.28,-3.74,-8.24,-,-,-,-,-,20,70077,67.46,29.26,3.09,Healthcare,-,-,-,-7.18,-0.59,-1,0.63,17.98,Equity : ETFs,-3.32,12.35,null
Axis Mutual Fund,Axis NIFTY India Consumption ETF,EQ-ETF,Unrated,12.3,0.3,17-Sep-21,Nifty India Consumption - TRI,78.22,81.92,62.88,-1.48,6.52,10.95,4.09,-,-,-,-,-,30,195883,92.19,7.49,-,FMCG,-,-,-,7.01,0.13,0.22,0.83,17.92,Equity : ETFs,-3.32,12.35,null
Axis Mutual Fund,Axis NIFTY IT ETF,EQ-ETF,Unrated,27.5,0.2,25-Mar-21,NIFTY IT - TRI,288.65,398.43,271.15,6.1,4.04,-12.45,-20.52,-,-,-,-,-,10,290759,85.17,14.7,-,Technology,-,-,-,-15.65,-0.86,-1.32,1.02,24.85,Equity : ETFs,-3.32,12.35,null
Axis Mutual Fund,Axis Nifty Midcap 50 Index Fund-Reg(G),EQ-INDX,Unrated,31.7,0.98,28-Mar-22,Nifty Midcap 50 - TRI,10.28,10.7,8.52,-0.99,8.14,2.08,-,-,-,-,-,-,50,35428,5.8,93.42,-,Financials,-,-,-,-,-,-,-,-,Equity : Index Funds,-2.76,15.7,0.25% on or before 7D Nil after 7D
Axis Mutual Fund,Axis Nifty Next 50 Index Fund-Reg(G),EQ-INDX,Unrated,71.1,0.83,28-Jan-22,NIFTY NEXT 50 - TRI,10.21,11.05,8.6,-4.7,6.62,-2.48,-,-,-,-,-,-,50,83517,87.64,11.84,-,Financials,-,-,-,-,-,-,-,-,Equity : Index Funds,-2.76,15.7,Nil
Axis Mutual Fund,Axis Nifty Smallcap 50 Index Fund-Reg(G),EQ-INDX,Unrated,38.6,1,-,Nifty Smallcap 50 - TRI,9.21,10.76,7.76,-2.82,6.91,-10.55,-,-,-,-,-,-,50,10411,-,1.09,97.95,Financials,-,-,-,-22,-0.63,-0.95,0.96,21.92,Equity : Index Funds,-2.76,15.7,Nil
Axis Mutual Fund,Axis Overnight Fund-Reg(G),DT-ON,5,10852,0.11,15-Mar-19,Nifty 1D Rate Index,1150.92,1150.92,1105.39,0.47,1.34,2.4,4.12,3.6,3.65,-,-,0,-,-,-,-,-,-,0.01,0.01,5.99,0.03,0.64,0.33,-,0.04,Debt : Overnight,4.1,3.6,Nil
